Ranking,Titulo,Autor,Editorial,Precio,Volúmenes,URL,Portada,Año,Tipo,Categoría,Placa,Puntaje
11,Yowamushi Pedal,Wataru Watanabe,Akita Shoten,528,1巻,https://www.mangazenkan.com/items/10040907/,img/portadas/011_弱虫ペダル.jpg,2013,Digital,Shōnen (manga para chicos),No especificado,4.69
12,Ace of Diamond (Daiya no A),Yuji Terajima,Kodansha,594,1巻,https://www.mangazenkan.com/items/10040929/,img/portadas/012_ダイヤのA.jpg,2013,Digital,Shōnen (manga para chicos),No especificado,4.2
13,Dragon Ball,Akira Toriyama,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043661/,img/portadas/013_DRAGON BALL.jpg,2013,Digital,Shōnen (manga para chicos),No especificado,4.5
14,Naruto,Masashi Kishimoto,Shueisha,543,1巻,https://www.mangazenkan.com/items/10043621/,img/portadas/014_NARUTOナルト.jpg,2013,Digital,Shōnen (manga para chicos),No especificado,4.57
15,Baki,Keisuke Itagaki,Akita Shoten,,巻,https://www.mangazenkan.com/items/10041454/,img/portadas/015_バキ.jpg,2013,Digital,Shōnen (manga para chicos),No especificado,4
1,Yowamushi Pedal,Wataru Watanabe,Akita Shoten,528,1巻,https://www.mangazenkan.com/items/10040907/,img/portadas/001_弱虫ペダル.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,4.69
2,Kingdom,Yasuhisa Hara,Shueisha,564,1巻,https://www.mangazenkan.com/items/10043626/,img/portadas/002_キングダム.jpg,2014,Digital,Seinen (manga para adultos),No especificado,4.92
3,Ataque de los Titanes,Hajime Isayama,Kodansha,594,1巻,https://www.mangazenkan.com/items/10042854/,img/portadas/003_進撃の巨人.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,4.5
4,Tokyo Ghoul,Sui Ishida,Shueisha,564,1巻,https://www.mangazenkan.com/items/10092582/,img/portadas/004_東京喰種トーキョーグール.jpg,2014,Digital,Seinen (manga para adultos),No especificado,4.38
5,Naruto,Masashi Kishimoto,Shueisha,543,1巻,https://www.mangazenkan.com/items/10043621/,img/portadas/005_NARUTOナルト.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,4.57
6,Baby Steps,Hikaru Katsuki,Kodansha,594,1巻,https://www.mangazenkan.com/items/10041203/,img/portadas/006_ベイビーステップ.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,5
7,"Ushijima, el prestamista de la oscuridad",Shohei Manabe,Shogakukan,693,1巻,https://www.mangazenkan.com/items/10110754/,img/portadas/007_闇金ウシジマくん.jpg,2014,Digital,Seinen (manga para adultos),No especificado,4.5
8,One Piece,Eiichiro Oda,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043628/,img/portadas/008_ONE PIECE.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,4.8
9,Kuroko no Basket,Tadatoshi Fujimaki,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043614/,img/portadas/009_黒子のバスケ.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,4.43
10,Terra Formars,Yu Sasuga,Shueisha,731,1巻,https://www.mangazenkan.com/items/10070575/,img/portadas/010_テラフォーマーズ.jpg,2014,Digital,Seinen (manga para adultos),No especificado,4.29
11,Hunter × Hunter,Yoshihiro Togashi,Shueisha,459,1巻,https://www.mangazenkan.com/items/10051608/,img/portadas/011_HUNTERHUNTER.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,4.68
12,El Canto del Topo (Mogura no Uta),Noboru Takahashi,Shogakukan,693,1巻,https://www.mangazenkan.com/items/10084682/,img/portadas/012_土竜の唄.jpg,2014,Digital,Seinen (manga para adultos),No especificado,5
13,Ace of Diamond (Daiya no A),Yuji Terajima,Kodansha,594,1巻,https://www.mangazenkan.com/items/10040929/,img/portadas/013_ダイヤのA.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,4.2
14,Baki Hanma (Hanma Baki),Keisuke Itagaki,Akita Shoten,,巻,https://www.mangazenkan.com/items/10042524/,img/portadas/014_範馬刃牙.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,3.5
15,One Piece (Versión a color),Eiichiro Oda,Shueisha,518,1巻,https://www.mangazenkan.com/items/10043701/,img/portadas/015_ONE PIECE カラー版.jpg,2014,Digital,Shōnen (manga para chicos),No especificado,4.8
1,Kingdom,Yasuhisa Hara,Shueisha,564,1巻,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,2015,Digital,Seinen (manga para adultos),No especificado,4.92
2,Naruto,Masashi Kishimoto,Shueisha,543,1巻,https://www.mangazenkan.com/items/10043621/,img/portadas/002_NARUTOナルト.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.57
3,One Piece,Eiichiro Oda,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043628/,img/portadas/003_ONE PIECE.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.8
4,Ataque de los Titanes,Hajime Isayama,Kodansha,594,1巻,https://www.mangazenkan.com/items/10042854/,img/portadas/004_進撃の巨人.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.5
5,Prison School (Kangoku Gakuen),Akira Hiramoto,Kodansha,792,1巻,https://www.mangazenkan.com/items/10060163/,img/portadas/005_監獄学園.jpg,2015,Digital,Seinen (manga para adultos),No especificado,4.25
6,Shinjuku Swan,Ken Wakui,Kodansha,792,1巻,https://www.mangazenkan.com/items/10041229/,img/portadas/006_新宿スワン.jpg,2015,Digital,Seinen (manga para adultos),No especificado,4.33
7,Naruto (Versión a color),Masashi Kishimoto,Shueisha,653,1巻,https://www.mangazenkan.com/items/10043656/,img/portadas/007_NARUTOナルト カラー版.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.57
8,Yowamushi Pedal,Wataru Watanabe,Akita Shoten,528,1巻,https://www.mangazenkan.com/items/10040907/,img/portadas/008_弱虫ペダル.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.69
9,Ace of Diamond (Daiya no A),Yuji Terajima,Kodansha,594,1巻,https://www.mangazenkan.com/items/10040929/,img/portadas/009_ダイヤのA.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.2
10,Baby Steps,Hikaru Katsuki,Kodansha,594,1巻,https://www.mangazenkan.com/items/10041203/,img/portadas/010_ベイビーステップ.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,5
11,Los Siete Pecados Capitales (Nanatsu no Taizai),Nakaba Suzuki,Kodansha,594,1巻,https://www.mangazenkan.com/items/10085805/,img/portadas/011_七つの大罪.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.12
12,Bleach,Tite Kubo,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043611/,img/portadas/012_BLEACH.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.47
13,Ushio y Tora,Kazuhiro Fujita,Shogakukan,583,1巻,https://www.mangazenkan.com/items/10083144/,img/portadas/013_うしおととら.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.5
14,One Piece (Versión a color),Eiichiro Oda,Shueisha,518,1巻,https://www.mangazenkan.com/items/10043701/,img/portadas/014_ONE PIECE カラー版.jpg,2015,Digital,Shōnen (manga para chicos),No especificado,4.8
15,Terra Formars,Yu Sasuga,Shueisha,731,1巻,https://www.mangazenkan.com/items/10070575/,img/portadas/015_テラフォーマーズ.jpg,2015,Digital,Seinen (manga para adultos),No especificado,4.29
1,Kingdom,Yasuhisa Hara,Shueisha,564,1巻,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,2016,Digital,Seinen (manga para adultos),No especificado,4.92
2,Bonobono,Mikio Igarashi,Takeshobo,990,1巻,https://www.mangazenkan.com/items/10097296/,img/portadas/002_ぼのぼの.jpg,2016,Digital,Seinen (manga para adultos),No especificado,4.5
3,Chihayafuru,Yuki Suetsugu,Kodansha,594,1巻,https://www.mangazenkan.com/items/10041752/,img/portadas/003_ちはやふる.jpg,2016,Digital,Shōjo (manga para chicas),No especificado,4.56
4,Bleach,Tite Kubo,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043611/,img/portadas/004_BLEACH.jpg,2016,Digital,Shōnen (manga para chicos),No especificado,4.47
5,One Piece,Eiichiro Oda,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043628/,img/portadas/005_ONE PIECE.jpg,2016,Digital,Shōnen (manga para chicos),No especificado,4.8
6,Terra Formars,Yu Sasuga,Shueisha,731,1巻,https://www.mangazenkan.com/items/10070575/,img/portadas/006_テラフォーマーズ.jpg,2016,Digital,Seinen (manga para adultos),No especificado,4.29
7,DAYS,Tsuyoshi Yasuda,Kodansha,594,1巻,https://www.mangazenkan.com/items/10156840/,img/portadas/007_DAYS.jpg,2016,Digital,Shōnen (manga para chicos),No especificado,3.5
8,Ataque de los Titanes,Hajime Isayama,Kodansha,594,1巻,https://www.mangazenkan.com/items/10042854/,img/portadas/008_進撃の巨人.jpg,2016,Digital,Shōnen (manga para chicos),No especificado,4.5
9,Un Buen Doctor para Blackjack,Shuho Sato,Sato Manga Seisakujo,100,1巻,https://www.mangazenkan.com/items/10077686/,img/portadas/009_ブラックジャックによろしく.jpg,2016,Digital,Seinen (manga para adultos),No especificado,4
10,"Ushijima, el prestamista de la oscuridad",Shohei Manabe,Shogakukan,693,1巻,https://www.mangazenkan.com/items/10110754/,img/portadas/010_闇金ウシジマくん.jpg,2016,Digital,Seinen (manga para adultos),No especificado,4.5
11,Giant Killing,Tsujitomo,Kodansha,836,1巻,https://www.mangazenkan.com/items/10041460/,img/portadas/011_GIANT KILLING.jpg,2016,Digital,Seinen (manga para adultos),No especificado,4.5
12,Prison School (Kangoku Gakuen),Akira Hiramoto,Kodansha,792,1巻,https://www.mangazenkan.com/items/10060163/,img/portadas/012_監獄学園.jpg,2016,Digital,Seinen (manga para adultos),No especificado,4.25
13,Los Siete Pecados Capitales (Nanatsu no Taizai),Nakaba Suzuki,Kodansha,594,1巻,https://www.mangazenkan.com/items/10085805/,img/portadas/013_七つの大罪.jpg,2016,Digital,Shōnen (manga para chicos),No especificado,4.12
14,Berserk,Kentaro Miura,Hakusensha,715,1巻,https://www.mangazenkan.com/items/10046068/,img/portadas/014_ベルセルク.jpg,2016,Digital,Seinen (manga para adultos),No especificado,4.86
15,Hunter × Hunter,Yoshihiro Togashi,Shueisha,459,1巻,https://www.mangazenkan.com/items/10051608/,img/portadas/015_HUNTERHUNTER.jpg,2016,Digital,Shōnen (manga para chicos),No especificado,4.68
1,Kingdom,Yasuhisa Hara,Shueisha,564,1巻,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,2017,Digital,Seinen (manga para adultos),No especificado,4.92
2,Ataque de los Titanes,Hajime Isayama,Kodansha,594,1巻,https://www.mangazenkan.com/items/10042854/,img/portadas/002_進撃の巨人.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.5
3,One Piece,Eiichiro Oda,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043628/,img/portadas/003_ONE PIECE.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.8
4,Fairy Tail,Hiro Mashima,Kodansha,594,1巻,https://www.mangazenkan.com/items/10041202/,img/portadas/004_FAIRY TAIL.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.42
5,Los Siete Pecados Capitales (Nanatsu no Taizai),Nakaba Suzuki,Kodansha,594,1巻,https://www.mangazenkan.com/items/10085805/,img/portadas/005_七つの大罪.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.12
6,My Hero Academia (Boku no Hero Academia),Kohei Horikoshi,Shueisha,459,1巻,https://www.mangazenkan.com/items/10234462/,img/portadas/006_僕のヒーローアカデミア.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.63
7,Tokyo Ghoul:re,Sui Ishida,Shueisha,564,1巻,https://www.mangazenkan.com/items/10251433/,img/portadas/007_東京喰種トーキョーグールre.jpg,2017,Digital,Seinen (manga para adultos),No especificado,4
8,Naruto,Masashi Kishimoto,Shueisha,543,1巻,https://www.mangazenkan.com/items/10043621/,img/portadas/008_NARUTOナルト.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.57
9,Fullmetal Alchemist,Hiromu Arakawa,Square Enix,589,1巻,https://www.mangazenkan.com/items/10041118/,img/portadas/009_鋼の錬金術師.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.86
10,Hunter × Hunter,Yoshihiro Togashi,Shueisha,459,1巻,https://www.mangazenkan.com/items/10051608/,img/portadas/010_HUNTERHUNTER.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.68
11,Yowamushi Pedal,Wataru Watanabe,Akita Shoten,528,1巻,https://www.mangazenkan.com/items/10040907/,img/portadas/011_弱虫ペダル.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.69
12,Detective Conan,Gosho Aoyama,Shogakukan,583,1巻,https://www.mangazenkan.com/items/10083097/,img/portadas/012_名探偵コナン.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,5
13,Baby Steps,Hikaru Katsuki,Kodansha,594,1巻,https://www.mangazenkan.com/items/10041203/,img/portadas/013_ベイビーステップ.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,5
14,"Ushijima, el prestamista de la oscuridad",Shohei Manabe,Shogakukan,693,1巻,https://www.mangazenkan.com/items/10110754/,img/portadas/014_闇金ウシジマくん.jpg,2017,Digital,Seinen (manga para adultos),No especificado,4.5
15,Haikyuu!!,Haruichi Furudate,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043738/,img/portadas/015_ハイキュー.jpg,2017,Digital,Shōnen (manga para chicos),No especificado,4.85
1,Kingdom,Yasuhisa Hara,Shueisha,564,1巻,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,2018,Digital,Seinen (manga para adultos),No especificado,4.92
2,One Piece,Eiichiro Oda,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043628/,img/portadas/002_ONE PIECE.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,4.8
3,Hunter × Hunter,Yoshihiro Togashi,Shueisha,459,1巻,https://www.mangazenkan.com/items/10051608/,img/portadas/003_HUNTERHUNTER.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,4.68
4,Ataque de los Titanes,Hajime Isayama,Kodansha,594,1巻,https://www.mangazenkan.com/items/10042854/,img/portadas/004_進撃の巨人.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,4.5
5,Los Siete Pecados Capitales (Nanatsu no Taizai),Nakaba Suzuki,Kodansha,594,1巻,https://www.mangazenkan.com/items/10085805/,img/portadas/005_七つの大罪.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,4.12
6,My Hero Academia (Boku no Hero Academia),Kohei Horikoshi,Shueisha,459,1巻,https://www.mangazenkan.com/items/10234462/,img/portadas/006_僕のヒーローアカデミア.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,4.63
7,¡Desde hoy soy yo! (Kyou kara Ore wa!!),Hiroyuki Nishimori,Shogakukan,0,1巻,https://www.mangazenkan.com/items/10197536/,img/portadas/007_今日から俺は.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,4.33
8,That Time I Got Reincarnated as a Slime,Taiki Kawakami,Kodansha,792,1巻,https://www.mangazenkan.com/items/10357699/,img/portadas/008_転生したらスライムだった件.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,
9,Golden Kamuy,Satoru Noda,Shueisha,564,1巻,https://www.mangazenkan.com/items/10251416/,img/portadas/009_ゴールデンカムイ.jpg,2018,Digital,Seinen (manga para adultos),No especificado,4.64
10,Gintama,Hideaki Sorachi,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043622/,img/portadas/010_銀魂.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,4.53
11,Bleach,Tite Kubo,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043611/,img/portadas/011_BLEACH.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,4.47
12,Chihayafuru,Yuki Suetsugu,Kodansha,594,1巻,https://www.mangazenkan.com/items/10041752/,img/portadas/012_ちはやふる.jpg,2018,Digital,Shōjo (manga para chicas),No especificado,4.56
13,Haikyuu!!,Haruichi Furudate,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043738/,img/portadas/013_ハイキュー.jpg,2018,Digital,Shōnen (manga para chicos),No especificado,4.85
14,Giant Killing,Tsujitomo,Kodansha,836,1巻,https://www.mangazenkan.com/items/10041460/,img/portadas/014_GIANT KILLING.jpg,2018,Digital,Seinen (manga para adultos),No especificado,4.5
15,Tokyo Ghoul:re,Sui Ishida,Shueisha,564,1巻,https://www.mangazenkan.com/items/10251433/,img/portadas/015_東京喰種トーキョーグールre.jpg,2018,Digital,Seinen (manga para adultos),No especificado,4
1,Kingdom,Yasuhisa Hara,Shueisha,564,1巻,https://www.mangazenkan.com/items/10043626/,img/portadas/001_キングダム.jpg,2019,Digital,Seinen (manga para adultos),No especificado,4.92
2,Demon Slayer (Kimetsu no Yaiba),Koyoharu Gotouge,Shueisha,459,1巻,https://www.mangazenkan.com/items/10380756/,img/portadas/002_鬼滅の刃.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.78
3,Ataque de los Titanes,Hajime Isayama,Kodansha,594,1巻,https://www.mangazenkan.com/items/10042854/,img/portadas/003_進撃の巨人.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.5
4,One Piece,Eiichiro Oda,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043628/,img/portadas/004_ONE PIECE.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.8
5,The Fable,Katsuhisa Minami,Kodansha,869,1巻,https://www.mangazenkan.com/items/10277933/,img/portadas/005_ザファブル.jpg,2019,Digital,Seinen (manga para adultos),No especificado,4.67
6,Fire Force (En'en no Shouboutai),Atsushi Ohkubo,Kodansha,594,1巻,https://www.mangazenkan.com/items/10348528/,img/portadas/006_炎炎ノ消防隊.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.78
7,The Promised Neverland,Kaiu Shirai,Shueisha,459,1巻,https://www.mangazenkan.com/items/10434302/,img/portadas/007_約束のネバーランド.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.58
8,Domestic Girlfriend (Domestic na Kanojo),Kei Sasuga,Kodansha,594,1巻,https://www.mangazenkan.com/items/10211732/,img/portadas/008_ドメスティックな彼女.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.22
9,Las Quintillizas (Go-Toubun no Hanayome),Negi Haruba,Kodansha,594,1巻,https://www.mangazenkan.com/items/10530555/,img/portadas/009_五等分の花嫁.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.67
10,One Punch Man,ONE,Shueisha,459,1巻,https://www.mangazenkan.com/items/10360813/,img/portadas/010_ワンパンマン.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.43
11,Los Siete Pecados Capitales (Nanatsu no Taizai),Nakaba Suzuki,Kodansha,594,1巻,https://www.mangazenkan.com/items/10085805/,img/portadas/011_七つの大罪.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.12
12,My Hero Academia (Boku no Hero Academia),Kohei Horikoshi,Shueisha,459,1巻,https://www.mangazenkan.com/items/10234462/,img/portadas/012_僕のヒーローアカデミア.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.63
13,Haikyuu!!,Haruichi Furudate,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043738/,img/portadas/013_ハイキュー.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,4.85
14,Hermanos del Espacio (Uchuu Kyoudai),Chuuya Koyama,Kodansha,836,1巻,https://www.mangazenkan.com/items/10040854/,img/portadas/014_宇宙兄弟.jpg,2019,Digital,Seinen (manga para adultos),No especificado,4.45
15,That Time I Got Reincarnated as a Slime,Taiki Kawakami,Kodansha,792,1巻,https://www.mangazenkan.com/items/10357699/,img/portadas/015_転生したらスライムだった件.jpg,2019,Digital,Shōnen (manga para chicos),No especificado,
1,Demon Slayer (Kimetsu no Yaiba),Koyoharu Gotouge,Shueisha,459,1巻,https://www.mangazenkan.com/items/10380756/,img/portadas/001_鬼滅の刃.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.78
2,Kingdom,Yasuhisa Hara,Shueisha,564,1巻,https://www.mangazenkan.com/items/10043626/,img/portadas/002_キングダム.jpg,2020,Digital,Seinen (manga para adultos),No especificado,4.92
3,One Piece,Eiichiro Oda,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043628/,img/portadas/003_ONE PIECE.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.8
4,Haikyuu!!,Haruichi Furudate,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043738/,img/portadas/004_ハイキュー.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.85
5,Ataque de los Titanes,Hajime Isayama,Kodansha,594,1巻,https://www.mangazenkan.com/items/10042854/,img/portadas/005_進撃の巨人.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.5
6,The Promised Neverland,Kaiu Shirai,Shueisha,459,1巻,https://www.mangazenkan.com/items/10434302/,img/portadas/006_約束のネバーランド.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.58
7,My Hero Academia (Boku no Hero Academia),Kohei Horikoshi,Shueisha,459,1巻,https://www.mangazenkan.com/items/10234462/,img/portadas/007_僕のヒーローアカデミア.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.63
8,Jujutsu Kaisen,Gege Akutami,Shueisha,459,1巻,https://www.mangazenkan.com/items/10614996/,img/portadas/008_呪術廻戦.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.82
9,Fire Force (En'en no Shouboutai),Atsushi Ohkubo,Kodansha,594,1巻,https://www.mangazenkan.com/items/10348528/,img/portadas/009_炎炎ノ消防隊.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.78
10,Bleach,Tite Kubo,Shueisha,459,1巻,https://www.mangazenkan.com/items/10043611/,img/portadas/010_BLEACH.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.47
11,The Fable,Katsuhisa Minami,Kodansha,869,1巻,https://www.mangazenkan.com/items/10277933/,img/portadas/011_ザファブル.jpg,2020,Digital,Seinen (manga para adultos),No especificado,4.67
12,Los Siete Pecados Capitales (Nanatsu no Taizai),Nakaba Suzuki,Kodansha,594,1巻,https://www.mangazenkan.com/items/10085805/,img/portadas/012_七つの大罪.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.12
13,Yowamushi Pedal,Wataru Watanabe,Akita Shoten,528,1巻,https://www.mangazenkan.com/items/10040907/,img/portadas/013_弱虫ペダル.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,4.69
14,DAYS,Tsuyoshi Yasuda,Kodansha,594,1巻,https://www.mangazenkan.com/items/10156840/,img/portadas/014_DAYS.jpg,2020,Digital,Shōnen (manga para chicos),No especificado,3.5
15,Ao Ashi,Yugo Kobayashi,Shogakukan,759,1巻,https://www.mangazenkan.com/items/10290942/,img/portadas/015_アオアシ.jpg,2020,Digital,Seinen (manga para adultos),No especificado,4.6
1,Jujutsu Kaisen,Gege Akutami,Shueisha,459,1巻,https://www.mangazenkan.com/items/10614996/,img/portadas/001_呪術廻戦.jpg,2021,Digital,Shōnen (manga para chicos),No especificado,4.82
2,Tokyo Revengers,Ken Wakui,Kodansha,594,1巻,https://www.mangazenkan.com/items/10484627/,img/portadas/002_東京卍リベンジャーズ.jpg,2021,Digital,Shōnen (manga para chicos),No especificado,4.75
3,Demon Slayer (Kimetsu no Yaiba),Koyoharu Gotouge,Shueisha,459,1巻,https://www.mangazenkan.com/items/10380756/,img/portadas/003_鬼滅の刃.jpg,2021,Digital,Shōnen (manga para chicos),No especificado,4.78
4,Frieren: Más allá del viaje,Kanehito Yamada,Shogakukan,583,1巻,https://www.mangazenkan.com/items/10941937/,img/portadas/004_葬送のフリーレン.jpg,2021,Digital,Shōnen (manga para chicos),No especificado,5
5,No lo llames misterio (Mystery to Iu Nakare),Yumi Tamura,Shogakukan,583,1巻,https://www.mangazenkan.com/items/10581042/,img/portadas/005_ミステリと言う勿れ.jpg,2021,Digital,Josei (manga para mujeres adultas),No especificado,4.5
6,Chainsaw Man,Tatsuki Fujimoto,Shueisha,459,1巻,https://www.mangazenkan.com/items/10702082/,img/portadas/006_チェンソーマン.jpg,2021,Digital,Shōnen (manga para chicos),No especificado,4.58
7,Kaiju No. 8,Naoya Matsumoto,Shueisha,501,1巻,https://www.mangazenkan.com/items/11013317/,img/portadas/007_怪獣8号.jpg,2021,Digital,Shōnen (manga para chicos),No especificado,
8,Record of Ragnarok (Shuumatsu no Walküre),Ajichika,Coamix,726,1巻,https://www.mangazenkan.com/items/10620202/,img/portadas/008_終末のワルキューレ.jpg,2021,Digital,Seinen (manga para adultos),No especificado,4.75
9,Ataque de los Titanes,Hajime Isayama,Kodansha,594,1巻,https://www.mangazenkan.com/items/10042854/,img/portadas/009_進撃の巨人.jpg,2021,Digital,Shōnen (manga para chicos),No especificado,4.5
10,SPY×FAMILY,Tatsuya Endo,Shueisha,501,1巻,https://www.mangazenkan.com/items/10761563/,img/portadas/010_SPYFAMILY.jpg,2021,Digital,Shōnen (manga para chicos),No especificado,4.9
11,Demon Slayer Fanbook: Kisatsutai Kenbunroku,Koyoharu Gotouge,Shueisha,940,1巻,https://www.mangazenkan.com/items/10998950/,img/portadas/011_鬼滅の刃公式ファンブック 鬼殺隊見聞録.jpg,2021,Digital,Shōnen (manga para chicos),No especificado,4.25
